,tweet,followers,labels,tokens
572," https://t.co/czwMPeKOCl

Be naive if you wish. Schrier is legit. 100%. But he is also dramatic af. You a… https://t.co/X3L9TQgQFd",1538,1,"['http', 'tcoczwmpekocl', 'naive', 'wish', 'schrier', 'legit', '100', 'also', 'dramatic', 'af', 'http', 'tcox3l9tqgqfd']"
573," KPRC, made one of the stupidest reports at 2200. A group of Democrat representatives saw no evidence of sexu… https://t.co/DPl6gswe8A",4,0,"['kprc', 'made', 'one', 'stupidest', 'report', '2200', 'group', 'democrat', 'representative', 'saw', 'no', 'evidence', 'sexu', 'http', 'tcodpl6gswe8a']"
574, okay 👍🏼,29,0,['okay']
575," Native ad, adversarial ad, obvious plug.

Digital Hegelianism? You should def do a podcast about this 😂",366,1,"['native', 'ad', 'adversarial', 'ad', 'obvious', 'plug', 'digital', 'hegelianism', 'should', 'def', 'podcast', 'about']"
576," Thanks! I spent far too long on it, but it was fun to work on personal projects! :D",3547,1,"['thanks', 'spent', 'far', 'too', 'long', 'on', 'fun', 'to', 'work', 'on', 'personal', 'project', 'd']"
577, heyy how are uu,691,1,"['heyy', 'how', 'uu']"
578, What hot wings are you guys eating man-😃,1,0,"['hot', 'wing', 'guy', 'eating', 'man']"
579,"Guitarist Molly Tuttle 🙌
Martin D-18 Authentic 1939 at The Music Emporium https://t.co/tkpPDEWflm via ",2264,1,"['guitarist', 'molly', 'tuttle', 'martin', 'd18', 'authentic', '1939', 'music', 'emporium', 'http', 'tcotkppdewflm', 'via']"
580, Me just as of last week.,232,1,"['just', 'last', 'week']"
581,It can happen if you trust in Jesus Christ,27,0,"['can', 'happen', 'trust', 'in', 'jesus', 'christ']"
582,"Hey  we look like 💩 sincerely,
Your fan base",63,0,"['hey', 'look', 'like', 'sincerely', 'fan', 'base']"
583,"  No, men do not have periods.",84,0,"['no', 'men', 'not', 'period']"
584,    the test i use  is  put in the liberal name and then the wor… https://t.co/JLrrUjEKBY,20511,2,"['test', 'use', 'put', 'in', 'liberal', 'name', 'then', 'wor', 'http', 'tcojlrrujekby']"
585, b-b-but it's saturday night~ 🥺 (no relation)🤭 just joking~ i'll behave koichisama 🙇🏻‍♀️,55,0,"['bbbut', 's', 'saturday', 'night', 'no', 'relation', 'just', 'joking', 'll', 'behave', 'koichisama']"
586, thanks man,196,1,"['thanks', 'man']"
587,Rip to my notifications,362,1,"['rip', 'to', 'notification']"
588, good good🔥,79,0,"['good', 'good']"
589, Interesting to see a socialist bat for private sector !!,64,0,"['interesting', 'to', 'see', 'socialist', 'bat', 'private', 'sector']"
590,we should AT LEAST be at #22 lmao where tf is the anomaly at .,622,1,"['should', 'least', '22', 'lmao', 'where', 'tf', 'anomaly']"
591,to privacy 🍻,0,0,"['to', 'privacy']"
592,  A sign of someone who's not smart,1908,1,"['sign', 'someone', 's', 'not', 'smart']"
593," So sentimental Iris. It's always been a weakness of yours.

I'm just warning her, nothing more.",24,0,"['so', 'sentimental', 'iris', 's', 'always', 'weakness', 'm', 'just', 'warning', 'nothing', 'more']"
594,Thank you for connecting with #SmallStreamersConnect on Twitch lahnuhwin!  https://t.co/WwuoK9utD5,80734,2,"['thank', 'connecting', 'with', 'smallstreamersconnect', 'on', 'twitch', 'lahnuhwin', 'http', 'tcowwuok9utd5']"
595, what is bfb,223,1,['bfb']
596," Well we had a bunch of calls with VCs when we were getting started, after they slid into our DMs. Bu… https://t.co/6kDYRhDqOy",9482,1,"['well', 'bunch', 'call', 'with', 'vcs', 'when', 'getting', 'started', 'after', 'slid', 'into', 'dm', 'bu', 'http', 'tco6kdyrhdqoy']"
597,So I signed up on dating apps. Andaming likes. I wonder ilang % would still be interested if they know my status. Sigh.,2418,1,"['so', 'signed', 'up', 'on', 'dating', 'apps', 'andaming', 'like', 'wonder', 'ilang', 'would', 'still', 'interested', 'know', 'status', 'sigh']"
598,on my way to go stream cody fry now and sob,440,1,"['on', 'way', 'to', 'go', 'stream', 'cody', 'fry', 'now', 'sob']"
599,Its taken the Padres 53 years to get their first #NoHitter?,221,1,"['taken', 'padre', '53', 'year', 'to', 'get', 'first', 'nohitter']"
600,Gift art for  https://t.co/60kAGeCgFS,1155,1,"['gift', 'art', 'http', 'tco60kagecgfs']"
601, Why you say it like this😭,19,0,"['why', 'say', 'like']"
602, I love you suh 💙,2612,1,"['love', 'suh']"
603, I lean towards having them dissolved in acid. But there is something to be said for having a monarch i… https://t.co/TKFrrIz8mE,265,1,"['lean', 'towards', 'dissolved', 'in', 'acid', 'there', 'something', 'to', 'said', 'monarch', 'http', 'tcotkfrriz8me']"
604,   you know you want a free game (:,106,1,"['know', 'want', 'free', 'game']"
605,missing this little baby #제니 #JENNIE https://t.co/tbcmi6jufX,53,0,"['missing', 'little', 'baby', '제니', 'jennie', 'http', 'tcotbcmi6jufx']"
606, Your a problem on the map,5,0,"['problem', 'on', 'map']"
607, I appreciate this a lot! I'm having a lot of fun being surprised by all the monsters I haven't seen before😄,106,1,"['appreciate', 'lot', 'm', 'lot', 'fun', 'surprised', 'all', 'monster', 'nt', 'seen', 'before']"
608,"   done, wml❣ https://t.co/h8edVQ6Eju",298,1,"['done', 'wml', 'http', 'tcoh8edvq6eju']"
609,Forgot i made some of my good friends in lego dc super villains https://t.co/7qAkCC3WZf,68,0,"['forgot', 'made', 'some', 'good', 'friend', 'in', 'lego', 'dc', 'super', 'villain', 'http', 'tco7qakcc3wzf']"
610,ILL LEAVE MY WINDOW OPEN CAUSE IM TO TIRED TONIGHT TO CALL YOUR NAME,335,1,"['ill', 'leave', 'window', 'open', 'cause', 'im', 'to', 'tired', 'tonight', 'to', 'call', 'name']"
611, Why are people covering up the dose info? Lol,90,0,"['why', 'people', 'covering', 'up', 'dose', 'info', 'lol']"
612,They need more money to stay off the streets,5008,1,"['need', 'more', 'money', 'to', 'stay', 'off', 'street']"
613,  You commitment to jank is truly admirable,205,1,"['commitment', 'to', 'jank', 'truly', 'admirable']"
614, ??? WHAT THEN YOURE DOING IT ALL WRONG,725,1,"['then', 'youre', 'all', 'wrong']"
615, ... cut more of it off /j,258,1,"['cut', 'more', 'off', 'j']"
616, no but i’m traumatized by ballroom dancing ,86,0,"['no', 'm', 'traumatized', 'ballroom', 'dancing']"
617, Good morning Aliya,4,0,"['good', 'morning', 'aliya']"
618," YAY CONgRATS ON YA DOG GETTING BETTER :D
💕💖💓💗❤️💝💜💙",16,0,"['yay', 'congrats', 'on', 'ya', 'dog', 'getting', 'better', 'd']"
619, nice,102,1,['nice']
620, Take care under the advice of the doctor and keep yourself self quarantine,13,0,"['take', 'care', 'under', 'advice', 'doctor', 'keep', 'self', 'quarantine']"
621,Pennsylvania Forced to Purge 21000 Dead Voters After Election Integrity Lawsuit https://t.co/dwv4IgzJcH,643,1,"['pennsylvania', 'forced', 'to', 'purge', '21000', 'dead', 'voter', 'after', 'election', 'integrity', 'lawsuit', 'http', 'tcodwv4igzjch']"
622, Amen,5396,1,['amen']
623,"I was ok na actually, the reason why I got resentful again was bc of a retweet as if destroying me and my confidenc… https://t.co/c7gmHvGk9i",561,1,"['ok', 'na', 'actually', 'reason', 'why', 'got', 'resentful', 'again', 'bc', 'retweet', 'destroying', 'confidenc', 'http', 'tcoc7gmhvgk9i']"
624,Am i miss him😭 https://t.co/Ry2bsCMNB7,851,1,"['miss', 'http', 'tcory2bscmnb7']"
625,I'll be updating people here when I stream &lt;3,0,0,"['ll', 'updating', 'people', 'here', 'when', 'stream', 'lt', '3']"
626,Nove I vote #Louies for #BestFanArmy at the #iHeartAwards,1,0,"['nove', 'vote', 'louies', 'bestfanarmy', 'iheartawards']"
627," facts bruv, the berserker is literally worst set in the game 😾👎 it's so plain PLSSS",338,1,"['fact', 'bruv', 'berserker', 'literally', 'worst', 'set', 'in', 'game', 's', 'so', 'plain', 'plsss']"
628, good luck &lt;3,834,1,"['good', 'luck', 'lt', '3']"
629, That’s so pretty ✨,90,0,"['s', 'so', 'pretty']"
630, She her,13,0,[]
631,  Then why are judging it?,0,0,"['then', 'why', 'judging']"
632,Renault Clio's also have this. I get the volume part but the bonnet yona??!! https://t.co/icoytjRZRc,368,1,"['renault', 'clio', 's', 'also', 'get', 'volume', 'part', 'bonnet', 'yona', 'http', 'tcoicoytjrzrc']"
633,"WTS // want to sell
harga incl. packing + admin shopee ! 

1. pc jaemin departure: 
https://t.co/fSkfDgUOg4…

2. pc… https://t.co/5idvHXj6UA",9,0,"['wts', 'want', 'to', 'sell', 'harga', 'incl', 'packing', 'admin', 'shopee', '1', 'pc', 'jaemin', 'departure', 'http', 'tcofskfdguog4', '2', 'pc', 'http', 'tco5idvhxj6ua']"
634, yeah i just feel like i’m in a weird place rn but i think ima continue going to some of these meeting t… https://t.co/sDxM8AZC8G,1572,1,"['yeah', 'just', 'feel', 'like', 'm', 'in', 'weird', 'place', 'rn', 'think', 'ima', 'continue', 'going', 'to', 'some', 'meeting', 't', 'http', 'tcosdxm8azc8g']"
635, where’s feral boys jackbox :(((,1831,1,"['where', 's', 'feral', 'boy', 'jackbox']"
636,  Cal the dragon for the boys 😂😂☔️,6,0,"['cal', 'dragon', 'boy']"
637,"If you win, I’ll get your jersey ASAP 🤧 https://t.co/saJwO0oODH",1141,1,"['win', 'll', 'get', 'jersey', 'asap', 'http', 'tcosajwo0oodh']"
638, you zont know me but hayyy😭,31,0,"['zont', 'know', 'hayyy']"
639, i hate that i have work 😒,182,1,"['hate', 'work']"
640,The Top 5 Skills of Senior Software Engineers by Israel Miles in  https://t.co/UWCI2B00l2,360,1,"['top', '5', 'skill', 'senior', 'software', 'engineer', 'israel', 'mile', 'in', 'http', 'tcouwci2b00l2']"
641,"Wendy if you're already tired, I can help you packing the limited version... I promise I won't run away with 50 cop… https://t.co/yNkc8Fmn5U",184,1,"['wendy', 're', 'already', 'tired', 'can', 'help', 'packing', 'limited', 'version', 'promise', 'wo', 'nt', 'run', 'away', 'with', '50', 'cop', 'http', 'tcoynkc8fmn5u']"
642,  Al fin,407,1,"['al', 'fin']"
643, HOTTIE 🥵😍,450,1,['hottie']
644,hear me out! 🥺 https://t.co/Lb2cCrggb1 https://t.co/SN6QvfRqAd,18,0,"['hear', 'out', 'http', 'tcolb2ccrggb1', 'http', 'tcosn6qvfrqad']"
645,😁😁😁 Now you be a good boy and eat your veggies...🤣🤣🤣 https://t.co/n75qBuMuEq,66,0,"['now', 'good', 'boy', 'eat', 'veggie', 'http', 'tcon75qbumueq']"
646,I have friends with real opinions about this old ass prince....I need new friends.,47,0,"['friend', 'with', 'real', 'opinion', 'about', 'old', 'as', 'prince', 'need', 'new', 'friend']"
647,"  DeFi + Privacy + DOT = 💕
$RAZE will be a game-change and could have massive adoption! Don't… https://t.co/ibfcoD4VCM",91,0,"['defi', 'privacy', 'dot', 'raze', 'will', 'gamechange', 'could', 'massive', 'adoption', 'dont', 'http', 'tcoibfcod4vcm']"
648, What in the actual fuck!? How does it keep getting worse!?,302,1,"['in', 'actual', 'fuck', 'how', 'keep', 'getting', 'worse']"
649, hi bestie boo,4284,1,"['hi', 'bestie', 'boo']"
650," Remember everyone can't be Union and everyone can't be Free Market chemistry,but can be done is workin… https://t.co/9Peq9lF0lV",1581,1,"['remember', 'everyone', 'ca', 'nt', 'union', 'everyone', 'ca', 'nt', 'free', 'market', 'chemistry', 'can', 'done', 'workin', 'http', 'tco9peq9lf0lv']"
651," I would petition a full length feature film of the Jackie Daytona episode, its just the best",179,1,"['would', 'petition', 'full', 'length', 'feature', 'film', 'jackie', 'daytona', 'episode', 'just', 'best']"
652,Sending love and smiles your way for a happy happy day.❤️❤️ https://t.co/V0WHXOTV5F,1552,1,"['sending', 'love', 'smile', 'way', 'happy', 'happy', 'day', 'http', 'tcov0whxotv5f']"
653, you’re the only one who doesn’t bully me thank you..unlike SOMEONE ELSE WHO STARTS WITH A T!!!!,115,1,"['re', 'only', 'one', 'doesn', 't', 'bully', 'thank', 'youunlike', 'someone', 'else', 'start', 'with', 't']"
654, gmorning bbcakes! did u eat na,253,1,"['gmorning', 'bbcakes', 'u', 'eat', 'na']"
655, WHAT TIMEEE,367,1,['timeee']
656, yes you may,1103,1,"['yes', 'may']"
657,Money can’t unlame you 😭,1138,1,"['money', 'can', 't', 'unlame']"
658, Nah fr because wasn’t they group not only sampling buttttt PLAGIRIZING??? I aint forget them niggas be… https://t.co/61Je6PKIoa,244,1,"['nah', 'fr', 'wasn', 't', 'group', 'not', 'only', 'sampling', 'buttttt', 'plagirizing', 'aint', 'forget', 'nigga', 'http', 'tco61je6pkioa']"
659,  thankyouu ca,543,1,"['thankyouu', 'ca']"
660,Movie starting now  #FreeWifi 😛,429,1,"['movie', 'starting', 'now', 'freewifi']"
661,"   NFL - he allowed that team to gain zero yards. Well, he did hit a guy I. The fourth, so they… https://t.co/H1wctQW5XR",16,0,"['nfl', 'allowed', 'team', 'to', 'gain', 'zero', 'yard', 'well', 'hit', 'guy', 'fourth', 'so', 'http', 'tcoh1wctqw5xr']"
662,Literally https://t.co/s9iAODyRua,274,1,"['literally', 'http', 'tcos9iaodyrua']"
663,What in the hell Happened to the Rockets game. Y'all were winning 47-44 last time I checked. Da fuck Happened?,4523,1,"['in', 'hell', 'happened', 'to', 'rocket', 'game', 'yall', 'winning', '4744', 'last', 'time', 'checked', 'da', 'fuck', 'happened']"
664,by other people went to a school turned the school around with other teammates and made it better at the age of 18… https://t.co/smxmvgEfJV,254,1,"['other', 'people', 'went', 'to', 'school', 'turned', 'school', 'around', 'with', 'other', 'teammate', 'made', 'better', 'age', '18', 'http', 'tcosmxmvgefjv']"
665, Good morning &lt;3,3541,1,"['good', 'morning', 'lt', '3']"
666, This is my NFTs address                 I am very appreciated if I can win the nfts airdrops        Tha… https://t.co/m1AC8KOQig,0,0,"['nfts', 'address', 'very', 'appreciated', 'can', 'win', 'nfts', 'airdrop', 'tha', 'http', 'tcom1ac8koqig']"
667,"   God knows all, this doesn't take Him by surprise. Did He create it, no, but H… https://t.co/NJRabY2n7P",9,0,"['god', 'know', 'all', 'nt', 'take', 'surprise', 'create', 'no', 'h', 'http', 'tconjraby2n7p']"
668,"umbro

I vote #Louies for #BestFanArmy at the #iHeartAwards https://t.co/ocB3WxoAPn",2037,1,"['umbro', 'vote', 'louies', 'bestfanarmy', 'iheartawards', 'http', 'tcoocb3wxoapn']"
669, big hot wings stream tomorrow i love it here,1227,1,"['big', 'hot', 'wing', 'stream', 'tomorrow', 'love', 'here']"
670,   Now it's time for a cup of Joe to celebrate!,192,1,"['now', 's', 'time', 'cup', 'joe', 'to', 'celebrate']"
671,"no cause its true, im fine. https://t.co/eITnZjTAdD",45,0,"['no', 'cause', 'true', 'im', 'fine', 'http', 'tcoeitnzjtadd']"
672,They be easy asf. https://t.co/pSTtwl87AQ,2788,1,"['easy', 'asf', 'http', 'tcopsttwl87aq']"
673,"..imagine going from a toxic, dysfunctional, abusive relationship to building a healthy, happy, loving one..🥰🥰",558,1,"['imagine', 'going', 'from', 'toxic', 'dysfunctional', 'abusive', 'relationship', 'to', 'building', 'healthy', 'happy', 'loving', 'one']"
674, hello! it’s so nice to meet u :D,605,1,"['hello', 's', 'so', 'nice', 'to', 'meet', 'u', 'd']"
675,"I hate anxiety 
I hate depression 
I hate who I have become 
I hate that I don’t know how to stop 
I ultimately hat… https://t.co/5KgSMWo2Lk",0,0,"['hate', 'anxiety', 'hate', 'depression', 'hate', 'become', 'hate', 'don', 't', 'know', 'how', 'to', 'stop', 'ultimately', 'hat', 'http', 'tco5kgsmwo2lk']"
676,not me calling carraway hospital hoping some ghost will answer,192,1,"['not', 'calling', 'carraway', 'hospital', 'hoping', 'some', 'ghost', 'will', 'answer']"
677, Why do yall act like this is one sided 😂,349,1,"['why', 'yall', 'act', 'like', 'one', 'sided']"
678, i love it here,628,1,"['love', 'here']"
679," reading

#MakeItWithIZONE
",1156,1,"['reading', 'makeitwithizone']"
680, ITS OK I NEEDED TO GETVWORK DONE ANYWAYS,1150,1,"['ok', 'needed', 'to', 'getvwork', 'done', 'anyways']"
681,Out here doing gods work 💯 https://t.co/d8yJYXTEY2,262,1,"['out', 'here', 'god', 'work', 'http', 'tcod8yjyxtey2']"
682,the first biopic I ever saw was Biggie's . I was 10 that's how I discovered meek mill,546,1,"['first', 'biopic', 'ever', 'saw', 'biggie', 's', '10', 's', 'how', 'discovered', 'meek', 'mill']"
683, so no jackbox steam tonight,270,1,"['so', 'no', 'jackbox', 'steam', 'tonight']"
684, have ur webcam on this time,28,0,"['ur', 'webcam', 'on', 'time']"
685,is the other person from last time still doing the ambphibia thing? i have work tomorrow morning ):,1904,1,"['other', 'person', 'from', 'last', 'time', 'still', 'ambphibia', 'thing', 'work', 'tomorrow', 'morning']"
686,Y’all this wedding party so lit 😂😂😂 these my type of people. They been fucked up since 1,513,1,"['y', 'all', 'wedding', 'party', 'so', 'lit', 'type', 'people', 'fucked', 'up', 'since', '1']"
687,"  'Red Movement' from Yankin township yesterday
#WhatsHappeninglnMyanmar 
#Apr10Coup https://t.co/VOVK0r5eVb",36,0,"['red', 'movement', 'from', 'yankin', 'township', 'yesterday', 'whatshappeninglnmyanmar', 'apr10coup', 'http', 'tcovovk0r5evb']"
688, OKAY I JUST WANTED TO MAKE SURE,165,1,"['okay', 'just', 'wanted', 'to', 'make', 'sure']"
689, still doesnt change my vbuck count,94,0,"['still', 'doesnt', 'change', 'vbuck', 'count']"
690,"https://t.co/93G3uhJ1v3
That's When stans unite",548,1,"['http', 'tco93g3uhj1v3', 's', 'when', 'stans', 'unite']"
691,For the first time in school history the bolts sweep MP outscoring them 22-1 in the 2 game series!!! 🧹🧹🧹🧹 🧹🧹🧹🧹🧹🧹🧹🧹… https://t.co/7DG1MBm1Fa,165,1,"['first', 'time', 'in', 'school', 'history', 'bolt', 'sweep', 'mp', 'outscoring', '221', 'in', '2', 'game', 'series', 'http', 'tco7dg1mbm1fa']"
692,I feel pretty violent right now. Maybe even feeling like bullying someone. I'm going to shoot myself. https://t.co/kBSlw3cX7R,37,0,"['feel', 'pretty', 'violent', 'right', 'now', 'maybe', 'even', 'feeling', 'like', 'bullying', 'someone', 'm', 'going', 'to', 'shoot', 'http', 'tcokbslw3cx7r']"
693,Well that’s a year of no title defences! Have petr fight winner of dillashaw vs sandhagen for interim belt atleast! https://t.co/s1GL2akOqM,85,0,"['well', 's', 'year', 'no', 'title', 'defence', 'petr', 'fight', 'winner', 'dillashaw', 'v', 'sandhagen', 'interim', 'belt', 'atleast', 'http', 'tcos1gl2akoqm']"
694,God I forgot how awful a full day actually is. I should definitely have a drink with my blunt https://t.co/OsoXijiQGc,1125,1,"['god', 'forgot', 'how', 'awful', 'full', 'day', 'actually', 'should', 'definitely', 'drink', 'with', 'blunt', 'http', 'tcoosoxijiqgc']"
695,Oh man. Barb and Star Go to Vista Del Mar is so good. It’s like a delightful improv fever dream. https://t.co/XE5fXDEn9p,281,1,"['oh', 'man', 'barb', 'star', 'go', 'to', 'vista', 'del', 'mar', 'so', 'good', 's', 'like', 'delightful', 'improv', 'fever', 'dream', 'http', 'tcoxe5fxden9p']"
696,"  I vote for #Dynamite for #BestMusicVideo at the #iHeartAwards 
",6,0,"['vote', 'dynamite', 'bestmusicvideo', 'iheartawards']"
697,who is george...,196,1,['george']
698,  If only we traded for cj when we had the chance,325,1,"['only', 'traded', 'cj', 'when', 'chance']"
699, LETS GOO,86,0,"['let', 'goo']"
700,Fresh air https://t.co/qWt7R1rH8N,2177,1,"['fresh', 'air', 'http', 'tcoqwt7r1rh8n']"
701,"  David Wells no hitter, I believe he was wildly hungover.",25060,2,"['david', 'well', 'no', 'hitter', 'believe', 'wildly', 'hungover']"
702,"Netflix really has done an exceptional job with F1 - Drive to Survive. I’m hearing Season 4 has been given the green light, I hope so...",2393,1,"['netflix', 'really', 'done', 'exceptional', 'job', 'with', 'f1', 'drive', 'to', 'survive', 'm', 'hearing', 'season', '4', 'given', 'green', 'light', 'hope', 'so']"
703, Looking up grease pencils right now,175,1,"['looking', 'up', 'grease', 'pencil', 'right', 'now']"
704,"  Oh I will, you trained me well after all, wink wonk.",502,1,"['oh', 'will', 'trained', 'well', 'after', 'all', 'wink', 'wonk']"
705,Agree https://t.co/abUTqqCpJb,194,1,"['agree', 'http', 'tcoabutqqcpjb']"
706,but if i give some different context im in the wrong,311,1,"['give', 'some', 'different', 'context', 'im', 'in', 'wrong']"
707,please don't make fun of my funny butt for making funny noises i just think they're hot sometimes okay,4400,1,"['please', 'nt', 'make', 'fun', 'funny', 'butt', 'making', 'funny', 'noise', 'just', 'think', 're', 'hot', 'sometimes', 'okay']"
708," Stop him yourself, you have a gun",47,0,"['stop', 'gun']"
709,Okies The Irregulars on Netflix has me hooked! https://t.co/2uTFHtSle6,8050,1,"['okies', 'irregular', 'on', 'netflix', 'hooked', 'http', 'tco2utfhtsle6']"
710,missing him https://t.co/LjiC7jXQxV,2559,1,"['missing', 'http', 'tcoljic7jxqxv']"
711,[Google] Impact 89FM recognized as College Radio Station of the Year - MSUToday: https://t.co/Zq7yE101s8 #broadcast #radio,221,1,"['google', 'impact', '89fm', 'recognized', 'college', 'radio', 'station', 'year', 'msutoday', 'http', 'tcozq7ye101s8', 'broadcast', 'radio']"
712," ...get a better beer.

Or maybe some whiskey. I need the strong stuff after that.",4967,1,"['get', 'better', 'beer', 'maybe', 'some', 'whiskey', 'need', 'strong', 'stuff', 'after']"
713, are you going to delete this too so you don't have to do it,293,1,"['going', 'to', 'delete', 'too', 'so', 'nt', 'to']"
714,i lost 3 followers https://t.co/L1VZLm2vjn,226,1,"['lost', '3', 'follower', 'http', 'tcol1vzlm2vjn']"
715,deciding whether to upload necro fic months after writing it https://t.co/j6ujC42SNF,278,1,"['deciding', 'whether', 'to', 'upload', 'necro', 'fic', 'month', 'after', 'writing', 'http', 'tcoj6ujc42snf']"
716, im so late but im pleased u liked it 🥺 gives very much summer hottie,1583,1,"['im', 'so', 'late', 'im', 'pleased', 'u', 'liked', 'give', 'very', 'much', 'summer', 'hottie']"
717,well i found a portable charger with some juice in it. hopefully that’ll hold me over until the power is back on,4130,1,"['well', 'found', 'portable', 'charger', 'with', 'some', 'juice', 'in', 'hopefully', 'll', 'hold', 'over', 'power', 'back', 'on']"
718, NOT AT ALL,503,1,"['not', 'all']"
719, Beautiful :D,230,1,"['beautiful', 'd']"
720, cmere boy https://t.co/ivOqLgJ5qP,134,1,"['cmere', 'boy', 'http', 'tcoivoqlgj5qp']"
721, ISNT THIS WEBSITE ADORABLE,3196,1,"['isnt', 'website', 'adorable']"
722, what would u like for it :D,4,0,"['would', 'u', 'like', 'd']"
723,I also forgot Washington was a state in general. Thought Seattle just existed. I knew twilight was filmed there but… https://t.co/0cyeaQbPoP,226,1,"['also', 'forgot', 'washington', 'state', 'in', 'general', 'thought', 'seattle', 'just', 'existed', 'knew', 'twilight', 'filmed', 'there', 'http', 'tco0cyeaqbpop']"
724,maybe it is bad luck to have my icon as not takane on the day before i expect takane6,225,1,"['maybe', 'bad', 'luck', 'to', 'icon', 'not', 'takane', 'on', 'day', 'before', 'expect', 'takane6']"
725,"this is a dilf, no questions, it just is https://t.co/szXy9vV7jz",300,1,"['dilf', 'no', 'question', 'just', 'http', 'tcoszxy9vv7jz']"
726, girlflux  bestie!,204,1,"['girlflux', 'bestie']"
727, this year you can stay on campus even if you’re not taking summer classes!!! i’m not and I signed up.… https://t.co/C0gqpVh9fk,357,1,"['year', 'can', 'stay', 'on', 'campus', 'even', 're', 'not', 'taking', 'summer', 'class', 'm', 'not', 'signed', 'up', 'http', 'tcoc0gqpvh9fk']"
728,the Monty Hall problem but with pussy,266,1,"['monty', 'hall', 'problem', 'with', 'pussy']"
729,Amen https://t.co/XGu6yw9UPt,834,1,"['amen', 'http', 'tcoxgu6yw9upt']"
730,What fucking loon https://t.co/CuHeaVeTRm,504,1,"['fucking', 'loon', 'http', 'tcocuheavetrm']"
731,  and I argued about this once. He said Barnes would be better than Rivers and here we are.,678,1,"['argued', 'about', 'once', 'said', 'barnes', 'would', 'better', 'than', 'river', 'here']"
732," Thank you so much bro❤
Any problem after activate this setting?",10,0,"['thank', 'so', 'much', 'bro', 'any', 'problem', 'after', 'activate', 'setting']"
733, one of the best kdramas i’ve watched YES,307,1,"['one', 'best', 'kdramas', 've', 'watched', 'yes']"
734, Let’s fkng go,1162125,2,"['let', 's', 'fkng', 'go']"
735, NO OMG SAME BUT. MY FAV SONG FROM MITSKI RN IS FIRST LOVE LAST SPRING BUT I LIKE PIERCE THE VEIL AND S… https://t.co/OOl6Ed9L5B,72,0,"['no', 'omg', 'same', 'fav', 'song', 'from', 'mitski', 'rn', 'first', 'love', 'last', 'spring', 'like', 'pierce', 'veil', 's', 'http', 'tcoool6ed9l5b']"
736,Hopefully I make it one day,1,0,"['hopefully', 'make', 'one', 'day']"
737, Why don’t you ever get these clips in games with me,330,1,"['why', 'don', 't', 'ever', 'get', 'clip', 'in', 'game', 'with']"
738,"wtt // want to trade🌙

have : hendery hitchhiker pc
want : lucas hitchhiker pc

🇮🇩ina only
avail trade by shopee /… https://t.co/m94SefHdTG",45,0,"['wtt', 'want', 'to', 'trade', 'hendery', 'hitchhiker', 'pc', 'want', 'lucas', 'hitchhiker', 'pc', 'ina', 'only', 'avail', 'trade', 'shopee', 'http', 'tcom94sefhdtg']"
739,I ordered one of the shirts  is wearing about 30 min ago!! #MDK #H8Club #GCW #TheCollective #rSpringBreak,400,1,"['ordered', 'one', 'shirt', 'wearing', 'about', '30', 'min', 'ago', 'mdk', 'h8club', 'gcw', 'thecollective', 'rspringbreak']"
740,  Only the true Sarge can wake morons up,92,0,"['only', 'true', 'sarge', 'can', 'wake', 'moron', 'up']"
741,‼️LIVE‼️FAMILY AND FRIENDS NIGHT(COMMUNITY NIGHT) ON COLD WAR. CUSTOMS. ALL GAS NO BRAKES BABY🔥 Come stop by to enj… https://t.co/B4BtYJKVrb,305,1,"['livefamily', 'friend', 'night', 'community', 'night', 'on', 'cold', 'war', 'custom', 'all', 'gas', 'no', 'brake', 'baby', 'come', 'stop', 'to', 'enj', 'http', 'tcob4btyjkvrb']"
742, I’m going back to sleep (puts head over fluffy tail) goodnight I guess (falls asleep),23,0,"['m', 'going', 'back', 'to', 'sleep', 'put', 'head', 'over', 'fluffy', 'tail', 'goodnight', 'guess', 'fall', 'asleep']"
743,"  PROMAX after SPM: FREEDOM YES

also PROMAX after SPM: tf I got to do a driving test 👁️👁️… https://t.co/SNiyN2xVj6",37,0,"['promax', 'after', 'spm', 'freedom', 'yes', 'also', 'promax', 'after', 'spm', 'tf', 'got', 'to', 'driving', 'test', 'http', 'tcosniyn2xvj6']"
744,🖕🏾🖕🏾’em We Ball 🎒👟 #DCC🎒🦍 #InDaCha$eWeTru$t🎒👟,154,1,"['em', 'ball', 'dcc', 'indacha', 'ewetru', 't']"
745,Ressies lead 46 v 7 at 3/4 time #goxavs 🏆🖤❤️,1900,1,"['ressies', 'lead', '46', 'v', '7', '34', 'time', 'goxavs']"
746, Cook's a really good Yusuke,652,1,"['cook', 's', 'really', 'good', 'yusuke']"
747,"Cassava Sciences Inc $SAVA: Insiders Are Buying Business Profile
Cassava Sciences, Inc., a clinical stage… https://t.co/47LQt6su9Q",762,1,"['cassava', 'science', 'inc', 'sava', 'insider', 'buying', 'business', 'profile', 'cassava', 'science', 'inc', 'clinical', 'stage', 'http', 'tco47lqt6su9q']"
748, Init init,1979,1,"['init', 'init']"
749, Waduhh,2909,1,['waduhh']
750,Lmao this show does not hit like you think it did https://t.co/N5bSjVC9kN,198,1,"['lmao', 'show', 'not', 'hit', 'like', 'think', 'http', 'tcon5bsjvc9kn']"
751,fuck it I’m gettin cute before summer,166,1,"['fuck', 'm', 'gettin', 'cute', 'before', 'summer']"
